date,zone,volume
2020-07-14,A,99.1575061509444
2020-07-15,A,127.10857631947417
2020-07-16,A,134.45176063845568
2020-07-17,A,141.43956529185786
2020-07-18,A,129.36212358614705
2020-07-19,A,116.02492361004244
2020-07-20,A,113.77330865888533
2020-07-21,A,107.11007162787548
2020-07-22,A,127.1835423782469
2020-07-23,A,121.27729488315438
2020-07-24,A,141.16086308024765
2020-07-25,A,123.99389468207065
2020-07-26,A,103.6438928063324
2020-07-27,A,95.55830490301551
2020-07-28,A,103.78247491712517
2020-07-29,A,129.42932244095036
2020-07-30,A,127.13760001955619
2020-07-31,A,141.86573230651396
2020-08-01,A,126.93645144781495
2020-08-02,A,110.84308260489568
2020-08-03,A,110.67565651095252
2020-08-04,A,110.83045600883288
2020-08-05,A,132.8713570317138
2020-08-06,A,136.58276639754328
2020-08-07,A,136.12320954246303
2020-08-08,A,129.0890064495095
2020-08-09,A,115.47451176003058
2020-08-10,A,104.13625084621542
2020-08-11,A,97.9204980050047
2020-08-12,A,122.96616049526507
2020-08-13,A,139.71470854272388
2020-08-14,A,161.9006128061702
2020-08-15,A,145.9647039448773
2020-08-16,A,106.7786606954607
2020-08-17,A,100.49466715626247
2020-08-18,A,94.95813663824578
2020-08-19,A,117.58665620060441
2020-08-20,A,140.48379200040554
2020-08-21,A,151.47771954307473
2020-08-22,A,125.18734642274453
2020-08-23,A,108.44150604945884
2020-08-24,A,85.68549188081668
2020-08-25,A,105.43441535865232
2020-08-26,A,113.88306708750542
2020-08-27,A,133.79350662282403
2020-08-28,A,134.88607442069832
2020-08-29,A,130.33598676074288
2020-08-30,A,99.68292050921812
2020-08-31,A,91.19751222566805
2020-09-01,A,123.83978968930813
2020-09-02,A,112.15307180225989
2020-09-03,A,129.32480748418567
2020-09-04,A,156.66633894267946
2020-09-05,A,154.40069461875706
2020-09-06,A,104.44228467953887
2020-09-07,A,100.05795260456189
2020-09-08,A,109.60832727067597
2020-09-09,A,136.3521036777671
2020-09-10,A,130.2743055544674
2020-09-11,A,140.07887801864211
2020-09-12,A,137.4489279433977
2020-09-13,A,117.36301637594451
2020-09-14,A,100.06476575909537
2020-09-15,A,105.87536921709338
2020-09-16,A,111.59342612563213
2020-09-17,A,136.33384230016577
2020-09-18,A,139.98007093617753
2020-09-19,A,133.15765652198374
2020-09-20,A,109.51234009972939
2020-09-21,A,106.91639257936731
2020-09-22,A,115.11774954585047
2020-09-23,A,123.9060972840105
2020-09-24,A,141.12335358922687
2020-09-25,A,142.60648370694216
2020-09-26,A,131.37104261977547
2020-09-27,A,108.2525636520092
2020-09-28,A,105.74610856246284
2020-09-29,A,106.30780028605444
2020-09-30,A,139.47807920417773
2020-10-01,A,150.96621161190532
2020-10-02,A,145.33808341684124
2020-10-03,A,125.33597986755598
2020-10-04,A,105.19580621455457
2020-10-05,A,112.81336816385735
2020-10-06,A,109.25815694460927
2020-10-07,A,126.6439500299355
2020-10-08,A,124.49275456637965
2020-10-09,A,149.74088891892484
2020-10-10,A,135.14587032089892
2020-10-11,A,105.28172258517604
2020-10-12,A,99.58209614961673
2020-10-13,A,109.33597084835448
2020-10-14,A,123.2926072597222
2020-10-15,A,136.1821430458149
2020-10-16,A,141.56354499200162
2020-10-17,A,129.56475865959942
2020-10-18,A,115.45573822738156
2020-10-19,A,115.19630046323188
2020-10-20,A,86.76303575612174
2020-10-21,A,121.04814082686556
2020-10-22,A,140.00168197329344
2020-10-23,A,144.82947312409627
2020-10-24,A,128.67533110475364
2020-10-25,A,100.25153394080361
2020-10-26,A,106.11839861906942
2020-10-27,A,121.1851750669554
2020-10-28,A,110.74212177368355
2020-10-29,A,145.5702767819692
2020-10-30,A,139.90338949168648
2020-10-31,A,131.2301230587636
2020-11-01,A,105.9521901850701
2020-11-02,A,100.8888554405797
2020-11-03,A,117.8368001813041
2020-11-04,A,127.7443250189851
2020-11-05,A,152.58821558573302
2020-11-06,A,152.02095645856113
2020-11-07,A,135.30348132690148
2020-11-08,A,128.3969245501145
2020-11-09,A,107.14652015940325
2020-11-10,A,114.1304189081587
2020-11-11,A,120.7805855248754
2020-11-12,A,139.33215933939763
2020-11-13,A,137.09234083040752
2020-11-14,A,139.77752944229314
2020-11-15,A,105.08908942592369
2020-11-16,A,109.96344769890807
2020-11-17,A,106.05137510381147
2020-11-18,A,132.59319997096128
2020-11-19,A,144.87681479244384
2020-11-20,A,157.3069707480543
2020-11-21,A,137.7771255647139
2020-11-22,A,102.00926643568717
2020-11-23,A,103.23908964645109
2020-11-24,A,98.27059609316402
2020-11-25,A,119.1470545543633
2020-11-26,A,151.02976041887732
2020-11-27,A,147.91214204413137
2020-11-28,A,126.40955467704423
2020-11-29,A,106.54591961945931
2020-11-30,A,104.10704184271695
2020-12-01,A,97.98424250894332
2020-12-02,A,117.99424114419047
2020-12-03,A,141.5060787951433
2020-12-04,A,152.12443791587353
2020-12-05,A,136.9411599535412
2020-12-06,A,96.39541255226715
2020-12-07,A,106.34978900201911
2020-12-08,A,108.36306235992348
2020-12-09,A,126.74455571641545
2020-12-10,A,152.00975054601355
2020-12-11,A,126.44610548265194
2020-12-12,A,127.41231084428624
2020-12-13,A,119.52304927346924
2020-12-14,A,91.33217004421564
2020-12-15,A,119.66445622856072
2020-12-16,A,126.45035640510768
2020-12-17,A,145.9228150496209
2020-12-18,A,138.45453247498594
2020-12-19,A,138.72131783561423
2020-12-20,A,123.41364120910414
2020-12-21,A,105.91801947101445
2020-12-22,A,109.80214105579273
2020-12-23,A,125.73631948782698
2020-12-24,A,132.31345111502915
2020-12-25,A,141.9119223953074
2020-12-26,A,131.06109812633613
2020-12-27,A,118.00308974609128
2020-12-28,A,112.12365935526964
2020-12-29,A,99.52871532844568
2020-12-30,A,122.64357140108619
2020-12-31,A,151.14192768428651
2021-01-01,A,137.21351607679964
2021-01-02,A,125.77334831770186
2021-01-03,A,116.62445843598229
2021-01-04,A,110.95021697393975
2021-01-05,A,108.15848249882804
2021-01-06,A,134.34539843720952
2021-01-07,A,146.21470523361603
2021-01-08,A,149.9668525124908
2021-01-09,A,136.85435053668763
2021-01-10,A,133.6973037741719
2021-01-11,A,102.623912009199
2021-01-12,A,92.10896578788046
2021-01-13,A,136.6178186759215
2021-01-14,A,135.7688279954997
2021-01-15,A,144.16540560218448
2021-01-16,A,142.96789407504954
2021-01-17,A,102.32807271300125
2021-01-18,A,94.3220978773484
2021-01-19,A,95.39699069753225
2021-01-20,A,117.50076353365061
2021-01-21,A,143.01758636136006
2021-01-22,A,147.56593486001253
2021-01-23,A,134.77175210086423
2021-01-24,A,103.91409204040417
2021-01-25,A,85.92451816720653
2021-01-26,A,108.71211294767664
2021-01-27,A,120.14971565481697
2021-01-28,A,143.2456497570275
2021-01-29,A,149.05813119735072
2021-01-30,A,133.73756019277468
2021-01-31,A,121.36735386461936
2021-02-01,A,106.30910672325814
2021-02-02,A,112.58787197943514
2021-02-03,A,118.35660789103423
2021-02-04,A,138.20374234271276
2021-02-05,A,145.08678103090637
2021-02-06,A,139.26592660971505
2021-02-07,A,112.20642987388744
2021-02-08,A,108.71482384626441
2021-02-09,A,106.29071406937017
2021-02-10,A,123.12372672543903
2021-02-11,A,146.34685605962753
2021-02-12,A,127.63815935928736
2021-02-13,A,122.39999025184703
2021-02-14,A,103.56894614221089
2021-02-15,A,85.94662691169124
2021-02-16,A,103.06137895352158
2021-02-17,A,130.12960533195562
2021-02-18,A,137.50170126244345
2021-02-19,A,145.23503305332562
2021-02-20,A,141.5555789202009
2021-02-21,A,126.11798844996441
2021-02-22,A,104.13252246273848
2021-02-23,A,119.38625166138868
2021-02-24,A,124.94121747167735
2021-02-25,A,133.15165807295483
2021-02-26,A,138.9675796502708
2021-02-27,A,121.0676169160659
2021-02-28,A,108.46149863202413
2021-03-01,A,101.89156250602258
2021-03-02,A,115.05631476993213
2021-03-03,A,138.040432923602
2021-03-04,A,128.86346181062802
2021-03-05,A,146.93547228401
2021-03-06,A,124.65762757339522
2021-03-07,A,119.4342162396684
2021-03-08,A,103.77707287518611
2021-03-09,A,94.05045807819357
2021-03-10,A,131.77072027689164
2021-03-11,A,135.15097830124498
2021-03-12,A,139.5917207010126
2021-03-13,A,124.49402986640844
2021-03-14,A,110.4724433885328
2021-03-15,A,108.31895967631742
2021-03-16,A,107.25382002755238
2021-03-17,A,127.04371043267324
2021-03-18,A,142.95642890521611
2021-03-19,A,154.49828592229628
2021-03-20,A,130.37983001988033
2021-03-21,A,103.96191713733785
2021-03-22,A,113.50368555340387
2021-03-23,A,106.18593944833539
2021-03-24,A,133.40122404110318
2021-03-25,A,143.1981410493149
2021-03-26,A,142.95396250651436
2021-03-27,A,135.98239644923618
2021-03-28,A,131.45495022318454
2021-03-29,A,121.65182052332818
2021-03-30,A,109.46296397624546
2021-03-31,A,125.83607930109156
2021-04-01,A,148.81111547365606
2021-04-02,A,137.30784455607224
2021-04-03,A,135.92682234788234
2021-04-04,A,115.71001702861274
2021-04-05,A,107.6173120526285
2021-04-06,A,102.31103451765848
2021-04-07,A,111.90808467815283
2021-04-08,A,123.68739679606442
2021-04-09,A,135.20412998436433
2021-04-10,A,129.66292715749208
2021-04-11,A,113.64145718912397
2021-04-12,A,120.67396573047463
2021-04-13,A,117.89600199458262
2021-04-14,A,116.9979657639612
2021-04-15,A,143.12300197367293
2021-04-16,A,140.9566470675485
2021-04-17,A,131.1274888027554
2021-04-18,A,117.53966514770654
2021-04-19,A,110.19955543691155
2021-04-20,A,106.40405723432193
2021-04-21,A,133.27557702663873
2021-04-22,A,131.27589861499584
2021-04-23,A,144.3340555273197
2021-04-24,A,154.25385938991332
2021-04-25,A,117.91176796345717
2021-04-26,A,116.7819726240277
2021-04-27,A,109.92035660085023
2021-04-28,A,129.481051597473
2021-04-29,A,140.02720893906405
2021-04-30,A,142.9901524491778
2021-05-01,A,127.30668047341271
2021-05-02,A,119.63961096418484
2021-05-03,A,98.57402912776234
2021-05-04,A,114.58294713604107
2021-05-05,A,133.58720094047158
2021-05-06,A,143.4837958221732
2021-05-07,A,142.13349330011607
2021-05-08,A,137.2443343517551
2021-05-09,A,113.79788571822255
2021-05-10,A,112.9407737150396
2021-05-11,A,94.67708664188316
2021-05-12,A,122.29011603002589
2021-05-13,A,124.69511867335319
2021-05-14,A,132.53306659681385
2021-05-15,A,144.5935776258683
2021-05-16,A,123.49882008843778
2021-05-17,A,99.77062491511026
2021-05-18,A,97.37837773734678
2021-05-19,A,101.32881434231147
2021-05-20,A,136.3437206409539
2021-05-21,A,163.92694340668064
2021-05-22,A,137.2318240291356
2021-05-23,A,111.93083201433781
2021-05-24,A,109.31717852746118
2021-05-25,A,96.98080863178893
2021-05-26,A,122.73652821353325
2021-05-27,A,141.5575745586114
2021-05-28,A,143.9448881642032
2021-05-29,A,140.14926890101754
2021-05-30,A,119.23464218269261
2021-05-31,A,111.01321506639287
2021-06-01,A,104.03156726796819
2021-06-02,A,132.36770845246835
2021-06-03,A,153.86332042554795
2021-06-04,A,136.94256729163047
2021-06-05,A,126.79132475184986
2021-06-06,A,127.23382513343651
2021-06-07,A,104.20592509803834
2021-06-08,A,120.83918673241723
2021-06-09,A,121.71496956011727
2021-06-10,A,152.54225952479152
2021-06-11,A,145.82572005335552
2021-06-12,A,136.02879065421834
2021-06-13,A,129.13536468630434
2021-06-14,A,102.91258324211562
2021-06-15,A,102.1497088985542
2021-06-16,A,121.73681166109868
2021-06-17,A,144.5906365898407
2021-06-18,A,132.31783101153772
2021-06-19,A,139.13279735891518
2021-06-20,A,112.3775200420726
2021-06-21,A,115.0593184176074
2021-06-22,A,90.5946732968206
2021-06-23,A,119.1028691945618
2021-06-24,A,127.5502898448926
2021-06-25,A,138.3041379281404
2021-06-26,A,136.08442741664925
2021-06-27,A,115.32394764948697
2021-06-28,A,103.91986665022469
2021-06-29,A,108.54534683505439
2021-06-30,A,127.09257139042549
2021-07-01,A,133.04381678929107
2021-07-02,A,150.63884085631435
2021-07-03,A,139.474498040931
2021-07-04,A,119.90813422440324
2021-07-05,A,110.46922481388933
2021-07-06,A,112.26023988263395
2021-07-07,A,141.81612195738296
2021-07-08,A,140.48542182648563
2021-07-09,A,142.59744805251546
2021-07-10,A,128.21501970505858
2021-07-11,A,108.63979942860117
2021-07-12,A,96.13125304114054
2021-07-13,A,102.84858744038785
2021-07-14,A,125.04016255238864
2021-07-15,A,143.92660629295796
2021-07-16,A,145.53332033767956
2021-07-17,A,128.18902819854932
2021-07-18,A,124.16944737545505
2021-07-19,A,112.07239879042687
2021-07-20,A,108.75184955692886
2021-07-21,A,120.45234651835716
2021-07-22,A,145.70973870168442
2021-07-23,A,146.69804263922126
2021-07-24,A,122.79836241273607
2021-07-25,A,116.49419888549056
2021-07-26,A,108.32345397868426
2021-07-27,A,102.90154779447276
2021-07-28,A,127.26449288844404
2021-07-29,A,129.75380552305282
2021-07-30,A,155.95381280949968
2021-07-31,A,144.43705043860135
2021-08-01,A,115.0879723290105
2021-08-02,A,109.20487225487197
2021-08-03,A,90.88980043004561
2021-08-04,A,116.56503453369373
2021-08-05,A,139.11222411396932
2021-08-06,A,136.75732990805764
2021-08-07,A,140.23869248924365
2021-08-08,A,133.15655331948864
2021-08-09,A,96.95438986679513
2021-08-10,A,103.53953899383285
2021-08-11,A,127.76947283236548
2021-08-12,A,154.42145473325314
2021-08-13,A,135.62546964922294
2021-08-14,A,136.58587967672236
2021-08-15,A,131.81864195008
2021-08-16,A,93.22330450686556
2021-08-17,A,100.06076264181897
2021-08-18,A,122.56710310426898
2021-08-19,A,137.43788831248267
2021-08-20,A,151.975344521642
2021-08-21,A,136.59693852690398
2021-08-22,A,103.11862473650856
2021-08-23,A,110.63073098557636
2021-08-24,A,105.75907526781022
2021-08-25,A,136.22160376155523
2021-08-26,A,136.6519653939018
2021-08-27,A,140.45168202486462
2021-08-28,A,139.062783724844
2021-08-29,A,123.49180314241156
2021-08-30,A,110.16231274392916
2021-08-31,A,96.96467789764677
2021-09-01,A,130.40037161552095
2021-09-02,A,133.46827134207177
2021-09-03,A,147.49688325245873
2021-09-04,A,123.41392542528571
2021-09-05,A,121.02903853413102
2021-09-06,A,100.19479666805073
2021-09-07,A,100.25844930471087
2021-09-08,A,131.87672725802608
2021-09-09,A,143.74596199895078
2021-09-10,A,140.77293001867963
2021-09-11,A,146.48330177071512
2021-09-12,A,114.00331205129697
2021-09-13,A,106.97451936434734
2021-09-14,A,112.74090415829365
2021-09-15,A,121.2789087632076
2021-09-16,A,145.651966242806
2021-09-17,A,141.48719572257517
2021-09-18,A,131.6508344708894
2021-09-19,A,128.49974261235212
2021-09-20,A,98.46303962255058
2021-09-21,A,91.35742399950013
2021-09-22,A,139.19380226640132
2021-09-23,A,162.34756958653242
2021-09-24,A,142.582730446368
2021-09-25,A,119.51930679372603
2021-09-26,A,115.1847997544283
2021-09-27,A,104.56801451399485
2021-09-28,A,109.2103459888278
2021-09-29,A,117.469272041001
2021-09-30,A,146.659505175558
2021-10-01,A,150.091013642322
2021-10-02,A,123.12883623020352
2021-10-03,A,123.33231548762335
2021-10-04,A,123.349348038357
2021-10-05,A,112.17548944657213
2021-10-06,A,123.74784514989737
2021-10-07,A,140.95706039055725
2021-10-08,A,150.88707884585148
2021-10-09,A,121.30877841477067
2021-10-10,A,119.12393732795518
2021-10-11,A,103.87422665715755
2021-10-12,A,125.65247696079382
2021-10-13,A,125.1231346460754
2021-10-14,A,155.50625706484192
2021-10-15,A,137.20516919791658
2021-10-16,A,139.92229466331918
2021-10-17,A,120.434083884535
2021-10-18,A,100.11563034001193
2021-10-19,A,112.35911584431219
2021-10-20,A,136.2867372812398
2021-10-21,A,139.64289261166417
2021-10-22,A,132.5694636568852
2021-10-23,A,135.15378878714776
2021-10-24,A,110.72956708593553
2021-10-25,A,104.39935088368931
2021-10-26,A,110.3573148398055
2021-10-27,A,113.01143892853247
2021-10-28,A,129.37802960146135
2021-10-29,A,150.03176960451768
2021-10-30,A,131.18261189968032
2021-10-31,A,97.50106717978154
2021-11-01,A,113.48690075593561
2021-11-02,A,113.25904510954877
2021-11-03,A,121.01572813443438
2021-11-04,A,131.83872469763065
2021-11-05,A,152.93176816089832
2021-11-06,A,138.22923651959164
2021-11-07,A,137.14991024588912
2021-11-08,A,110.63972732294019
2021-11-09,A,114.25178226752078
2021-11-10,A,125.46137335592965
2021-11-11,A,148.97764339377414
2021-11-12,A,151.31605667043854
2021-11-13,A,145.51830167770024
2021-11-14,A,113.98857870538667
2021-11-15,A,103.86502881965865
2021-11-16,A,107.38740184020003
2021-11-17,A,133.19328063629973
2021-11-18,A,154.50050204861148
2021-11-19,A,142.71472118532907
2021-11-20,A,132.17638185690438
2021-11-21,A,120.74184991551381
2021-11-22,A,105.4522666731773
2021-11-23,A,118.90672650268479
2021-11-24,A,108.92271861198279
2021-11-25,A,135.96993622097224
2021-11-26,A,140.19618452890205
2021-11-27,A,117.08179365023042
2021-11-28,A,110.59019463967543
2021-11-29,A,100.16717981658329
2021-11-30,A,109.75153011148483
2021-12-01,A,135.91073414028693
2021-12-02,A,140.6931614568516
2021-12-03,A,138.27907550849457
2021-12-04,A,135.25907548968183
2021-12-05,A,126.76276123622917
2021-12-06,A,99.7508282845011
2021-12-07,A,104.14583834633511
2021-12-08,A,131.5454687512705
2021-12-09,A,140.95142781060204
2021-12-10,A,151.77553286640926
2021-12-11,A,135.6756075550961
2021-12-12,A,124.05275151948334
2021-12-13,A,99.34794397116539
2021-12-14,A,111.40383028147035
2021-12-15,A,125.46162703224111
2021-12-16,A,133.0666594136852
2021-12-17,A,134.15790182785415
2021-12-18,A,141.34084424172622
2021-12-19,A,115.70189334709343
2021-12-20,A,99.52039670038204
2021-12-21,A,110.80114606245964
2021-12-22,A,136.24136807601042
2021-12-23,A,124.61795411361123
2021-12-24,A,134.76268596164715
2021-12-25,A,128.54183049443725
2021-12-26,A,130.26901340867033
2021-12-27,A,110.02940488698522
2021-12-28,A,117.7791855516059
2021-12-29,A,118.16599993427579
2021-12-30,A,133.9776399444922
2021-12-31,A,150.38837528472513
2022-01-01,A,136.46118674715134
2022-01-02,A,123.03956309588912
2022-01-03,A,106.33741116627338
2022-01-04,A,113.93586750962433
2022-01-05,A,128.62231003659844
2022-01-06,A,149.22613612940702
2022-01-07,A,153.33200187656936
2022-01-08,A,123.10608621460408
2022-01-09,A,100.74157417231973
2022-01-10,A,115.92281234498323
2022-01-11,A,121.28258851415261
2022-01-12,A,119.26244327132049
2022-01-13,A,128.19538383443242
2022-01-14,A,147.7382842591419
2022-01-15,A,143.58183805061296
2022-01-16,A,133.17054886459155
2022-01-17,A,112.10929981065294
2022-01-18,A,108.87712426544135
2022-01-19,A,120.35245252481792
2022-01-20,A,143.23574749023248
2022-01-21,A,144.6219581300724
2022-01-22,A,128.08465906404862
2022-01-23,A,135.24990796209377
2022-01-24,A,122.33033652048856
2022-01-25,A,121.00931737663873
2022-01-26,A,120.20076438509572
2022-01-27,A,150.0543618213167
2022-01-28,A,152.20315710720732
2022-01-29,A,139.81563737358002
2022-01-30,A,128.9272549616061
2022-01-31,A,113.20202851687138
2022-02-01,A,117.9111118687012
2022-02-02,A,132.73288790461606
2022-02-03,A,146.01060856102512
2022-02-04,A,132.88732686358082
2022-02-05,A,137.01431106930457
2022-02-06,A,114.55046722453336
2022-02-07,A,97.95040178293117
2022-02-08,A,125.51560100274291
2022-02-09,A,141.53967043479366
2022-02-10,A,154.22811216944294
2022-02-11,A,149.26799330621145
2022-02-12,A,147.2204134877118
2022-02-13,A,119.16649841021142
2022-02-14,A,109.88157772930374
2022-02-15,A,103.38336715471024
2022-02-16,A,130.9537082137661
2022-02-17,A,143.9075048645432
2022-02-18,A,136.87513910675887
2022-02-19,A,136.07590569562825
2022-02-20,A,118.50230652461074
2022-02-21,A,122.70975891734828
2022-02-22,A,119.35491481658462
2022-02-23,A,127.93941136057902
2022-02-24,A,145.48478598562775
2022-02-25,A,147.72012513633786
2022-02-26,A,134.932240781865
2022-02-27,A,110.55079552643144
2022-02-28,A,107.19092463340588
2022-03-01,A,106.30249220532704
2022-03-02,A,117.91539360653177
2022-03-03,A,147.65433209366918
2022-03-04,A,150.5666134610403
2022-03-05,A,122.33196263935523
2022-03-06,A,118.29880607564718
2022-03-07,A,116.43502081153089
2022-03-08,A,120.81513823978752
2022-03-09,A,136.1946827310685
2022-03-10,A,143.94593330256893
2022-03-11,A,140.74620362789142
2022-03-12,A,128.02610218150585
2022-03-13,A,122.10719248368152
2022-03-14,A,111.57372006932296
2022-03-15,A,122.71006729152727
2022-03-16,A,136.85789526079287
2022-03-17,A,142.6468684651777
2022-03-18,A,137.62298929082732
2022-03-19,A,134.21291009435154
2022-03-20,A,121.15827287423126
2022-03-21,A,106.99288390135659
2022-03-22,A,107.85833560413673
2022-03-23,A,130.15120664788734
2022-03-24,A,139.74310585621342
2022-03-25,A,142.62217772198144
2022-03-26,A,139.3274556149367
2022-03-27,A,116.27455274478388
2022-03-28,A,110.6324550463688
2022-03-29,A,114.73719072164477
2022-03-30,A,119.08276618946516
2022-03-31,A,139.9949088666448
2022-04-01,A,159.21899198118683
2022-04-02,A,127.60926690870537
