date,zone,prediction
2020-07-04,Aquifer_Petrignano,-25.895174999999977
2020-07-05,Aquifer_Petrignano,-25.866999999999983
2020-07-06,Aquifer_Petrignano,-25.886424999999967
2020-07-07,Aquifer_Petrignano,-25.900224999999978
2020-07-08,Aquifer_Petrignano,-25.944274999999966
2020-07-09,Aquifer_Petrignano,-25.967499999999973
2020-07-10,Aquifer_Petrignano,-25.97687499999997
2020-07-11,Aquifer_Petrignano,-25.984424999999984
2020-07-12,Aquifer_Petrignano,-25.92949999999998
2020-07-13,Aquifer_Petrignano,-25.931575
2020-07-14,Aquifer_Petrignano,-25.976474999999983
2020-07-15,Aquifer_Petrignano,-26.019650000000006
2020-07-16,Aquifer_Petrignano,-26.077400000000015
2020-07-17,Aquifer_Petrignano,-26.091499999999993
2020-07-18,Aquifer_Petrignano,-26.093250000000012
2020-07-19,Aquifer_Petrignano,-26.01664999999999
2020-07-20,Aquifer_Petrignano,-26.035025000000008
2020-07-21,Aquifer_Petrignano,-26.044050000000016
2020-07-22,Aquifer_Petrignano,-26.037200000000006
2020-07-23,Aquifer_Petrignano,-26.046825000000027
2020-07-24,Aquifer_Petrignano,-26.049325000000024
2020-07-25,Aquifer_Petrignano,-26.043700000000037
2020-07-26,Aquifer_Petrignano,-25.967399999999998
2020-07-27,Aquifer_Petrignano,-25.906450000000017
2020-07-28,Aquifer_Petrignano,-25.908625000000058
2020-07-29,Aquifer_Petrignano,-25.911950000000058
2020-07-30,Aquifer_Petrignano,-25.90190000000005
2020-12-07,Lake_Bilancino,1.3336000000000003
2020-12-08,Lake_Bilancino,2.0959000000000003
2020-12-09,Lake_Bilancino,2.2625
2020-12-10,Lake_Bilancino,2.2546750000000007
2020-12-11,Lake_Bilancino,2.576775000000008
2020-12-12,Lake_Bilancino,2.9691749999999995
2020-12-13,Lake_Bilancino,3.3299249999999962
2020-12-14,Lake_Bilancino,4.143824999999995
2020-12-15,Lake_Bilancino,3.243849999999999
2020-12-16,Lake_Bilancino,4.432674999999995
2020-12-17,Lake_Bilancino,5.262099999999991
2020-12-18,Lake_Bilancino,4.0724499999999955
2020-12-19,Lake_Bilancino,10.387149999999997
2020-12-20,Lake_Bilancino,10.635699999999995
2020-12-21,Lake_Bilancino,11.889024999999982
2020-12-22,Lake_Bilancino,11.88907499999998
2020-12-23,Lake_Bilancino,12.38959999999998
2020-12-24,Lake_Bilancino,12.793549999999977
2020-12-25,Lake_Bilancino,15.782824999999951
2020-12-26,Lake_Bilancino,17.537499999999945
2020-12-27,Lake_Bilancino,21.093474999999945
2020-12-28,Lake_Bilancino,22.56387499999992
2020-12-29,Lake_Bilancino,22.581424999999918
2020-12-30,Lake_Bilancino,22.700599999999927
2020-12-31,Lake_Bilancino,23.421549999999943
2021-01-01,Lake_Bilancino,7.717474999999997
2021-01-02,Lake_Bilancino,5.928324999999989
2021-01-03,Lake_Bilancino,6.226450000000001
2021-01-04,Lake_Bilancino,6.487675
2021-01-05,Lake_Bilancino,3.7752499999999958
2020-12-07,River_Arno,6.68899999999999
2020-12-08,River_Arno,1.3094999999999997
2020-12-09,River_Arno,1.4349999999999994
2020-12-10,River_Arno,2.8949999999999982
2020-12-11,River_Arno,2.8920000000000035
2020-12-12,River_Arno,4.027500000000006
2020-12-13,River_Arno,5.562000000000005
2020-12-14,River_Arno,5.983000000000001
2020-12-15,River_Arno,5.928000000000004
2020-12-16,River_Arno,4.177999999999998
2020-12-17,River_Arno,10.096499999999992
2020-12-18,River_Arno,7.417999999999996
2020-12-19,River_Arno,10.453499999999996
2020-12-20,River_Arno,9.51399999999999
2020-12-21,River_Arno,10.128999999999992
2020-12-22,River_Arno,8.690499999999997
2020-12-23,River_Arno,9.078000000000001
2020-12-24,River_Arno,12.964999999999982
2020-12-25,River_Arno,10.977999999999998
2020-12-26,River_Arno,12.573999999999977
2020-12-27,River_Arno,12.940499999999984
2020-12-28,River_Arno,10.282499999999997
2020-12-29,River_Arno,9.985
2020-12-30,River_Arno,11.04399999999999
2020-12-31,River_Arno,13.009499999999978
2021-01-01,River_Arno,17.9085
2021-01-02,River_Arno,15.5485
2021-01-03,River_Arno,15.624999999999998
2021-01-04,River_Arno,13.024999999999995
2021-01-05,River_Arno,13.109999999999992
2020-12-07,Water_Spring_Amiata,-0.33796702967000036
2020-12-08,Water_Spring_Amiata,-0.1949274533125002
2020-12-09,Water_Spring_Amiata,-0.2437636138399998
2020-12-10,Water_Spring_Amiata,-0.24713494122249952
2020-12-11,Water_Spring_Amiata,-0.24982292792999977
2020-12-12,Water_Spring_Amiata,-0.17534733718750017
2020-12-13,Water_Spring_Amiata,-0.16866982630750044
2020-12-14,Water_Spring_Amiata,-0.1983157882225003
2020-12-15,Water_Spring_Amiata,-0.1791842315125001
2020-12-16,Water_Spring_Amiata,-0.21240609184750053
2020-12-17,Water_Spring_Amiata,-0.21266488580750056
2020-12-18,Water_Spring_Amiata,-0.21700788090750048
2020-12-19,Water_Spring_Amiata,-0.19278768187750017
2020-12-20,Water_Spring_Amiata,-0.21087200697250036
2020-12-21,Water_Spring_Amiata,-0.2095737184650005
2020-12-22,Water_Spring_Amiata,-0.20842926658250038
2020-12-23,Water_Spring_Amiata,-0.2281762857500006
2020-12-24,Water_Spring_Amiata,-0.2286089328500006
2020-12-25,Water_Spring_Amiata,-0.23153810329250077
2020-12-26,Water_Spring_Amiata,-0.1688458431225002
2020-12-27,Water_Spring_Amiata,-0.15500070935000024
2020-12-28,Water_Spring_Amiata,-0.1464194746175001
2020-12-29,Water_Spring_Amiata,-0.1370709896200002
2020-12-30,Water_Spring_Amiata,-0.14962691842500023
2020-12-31,Water_Spring_Amiata,-0.14997916100250022
2021-01-01,Water_Spring_Amiata,-0.19155753490749997
2021-01-02,Water_Spring_Amiata,-0.1809350524250001
2021-01-03,Water_Spring_Amiata,-0.1578320884975002
2021-01-04,Water_Spring_Amiata,-0.15596537432000013
2021-01-05,Water_Spring_Amiata,-0.17955620794000013
2020-12-07,Water_Spring_Lupa,-134.40032499999944
2020-12-08,Water_Spring_Lupa,-108.40542499999984
2020-12-09,Water_Spring_Lupa,-104.78704999999992
2020-12-10,Water_Spring_Lupa,-106.15482499999982
2020-12-11,Water_Spring_Lupa,-101.44957500000002
2020-12-12,Water_Spring_Lupa,-97.76907499999996
2020-12-13,Water_Spring_Lupa,-133.3547249999996
2020-12-14,Water_Spring_Lupa,-117.13334999999987
2020-12-15,Water_Spring_Lupa,-104.7157999999999
2020-12-16,Water_Spring_Lupa,-106.93047499999987
2020-12-17,Water_Spring_Lupa,-106.03582499999993
2020-12-18,Water_Spring_Lupa,-104.44727499999999
2020-12-19,Water_Spring_Lupa,-101.47889999999995
2020-12-20,Water_Spring_Lupa,-111.74747499999985
2020-12-21,Water_Spring_Lupa,-105.48107500000003
2020-12-22,Water_Spring_Lupa,-107.51864999999997
2020-12-23,Water_Spring_Lupa,-105.27242499999998
2020-12-24,Water_Spring_Lupa,-105.95330000000001
2020-12-25,Water_Spring_Lupa,-106.20472500000007
2020-12-26,Water_Spring_Lupa,-104.24629999999996
2020-12-27,Water_Spring_Lupa,-104.34062499999999
2020-12-28,Water_Spring_Lupa,-106.83995
2020-12-29,Water_Spring_Lupa,-105.344925
2020-12-30,Water_Spring_Lupa,-105.95554999999999
2020-12-31,Water_Spring_Lupa,-106.18747500000005
2021-01-01,Water_Spring_Lupa,-103.84642499999987
2021-01-02,Water_Spring_Lupa,-103.15440000000007
2021-01-03,Water_Spring_Lupa,-104.87680000000017
2021-01-04,Water_Spring_Lupa,-106.21302499999985
2021-01-05,Water_Spring_Lupa,-104.43979999999992
2020-12-07,Water_Spring_Madonna_di_Canneto,266.0172077287498
2020-12-08,Water_Spring_Madonna_di_Canneto,268.26066393425003
2020-12-09,Water_Spring_Madonna_di_Canneto,268.5003299022502
2020-12-10,Water_Spring_Madonna_di_Canneto,259.61106398175025
2020-12-11,Water_Spring_Madonna_di_Canneto,253.40360117025008
2020-12-12,Water_Spring_Madonna_di_Canneto,254.66872499550004
2020-12-13,Water_Spring_Madonna_di_Canneto,259.62418102649974
2020-12-14,Water_Spring_Madonna_di_Canneto,259.16423265099996
2020-12-15,Water_Spring_Madonna_di_Canneto,259.3485223299998
2020-12-16,Water_Spring_Madonna_di_Canneto,258.32475718474984
2020-12-17,Water_Spring_Madonna_di_Canneto,258.0870588569998
2020-12-18,Water_Spring_Madonna_di_Canneto,258.0280145697498
2020-12-19,Water_Spring_Madonna_di_Canneto,258.59662942624976
2020-12-20,Water_Spring_Madonna_di_Canneto,257.9507345764997
2020-12-21,Water_Spring_Madonna_di_Canneto,260.96862024649977
2020-12-22,Water_Spring_Madonna_di_Canneto,260.86316192649974
2020-12-23,Water_Spring_Madonna_di_Canneto,260.8445146377496
2020-12-24,Water_Spring_Madonna_di_Canneto,260.89322125224965
2020-12-25,Water_Spring_Madonna_di_Canneto,261.0665803599997
2020-12-26,Water_Spring_Madonna_di_Canneto,262.3518956012497
2020-12-27,Water_Spring_Madonna_di_Canneto,262.3990214132497
2020-12-28,Water_Spring_Madonna_di_Canneto,264.02932759575
2020-12-29,Water_Spring_Madonna_di_Canneto,265.55516113724985
2020-12-30,Water_Spring_Madonna_di_Canneto,266.56725207674987
2020-12-31,Water_Spring_Madonna_di_Canneto,269.587764032
2021-01-01,Water_Spring_Madonna_di_Canneto,262.89108493475
2021-01-02,Water_Spring_Madonna_di_Canneto,267.62047629324974
2021-01-03,Water_Spring_Madonna_di_Canneto,263.4751411874997
2021-01-04,Water_Spring_Madonna_di_Canneto,260.7879077742498
2021-01-05,Water_Spring_Madonna_di_Canneto,260.6849191114997
