date,zone,volume,dayofweek,month,dayofyear,lag_1,lag_7,lag_14,roll7,roll14
2020-04-06,A,90.88080581848928,0,4,97,100.69637638921502,104.96458205549396,98.4178318046638,115.91005845410496,118.0310394030024
2020-04-07,A,97.3563667007984,1,4,98,90.88080581848928,110.58735212332256,102.14029802948366,114.01991767945864,117.68933002238201
2020-04-08,A,124.1791747947684,2,4,99,97.3563667007984,120.12302703483532,111.27412367612848,114.59936735944909,118.61111938799914
2020-04-09,A,129.38378819747115,3,4,100,124.1791747947684,133.17116407392825,140.38326034649617,114.05831366281234,117.82544280592595
2020-04-10,A,137.4742588123224,4,4,101,129.38378819747115,139.79174348731627,136.60420038287558,113.72724442352751,117.88758983660071
2020-04-11,A,140.08251217565063,5,4,102,137.4742588123224,116.11994025162794,129.64849860304372,117.15046898410219,118.63287652035835
2020-04-12,A,109.49323447017854,6,4,103,140.08251217565063,100.69637638921502,116.0491793697773,118.4071629956684,118.16459474181558
2020-04-13,A,107.4325973351313,0,4,104,109.49323447017854,90.88080581848928,104.96458205549396,120.77170464090298,118.34088154750395
2020-04-14,A,97.93546995160156,1,4,105,107.4325973351313,97.3563667007984,110.58735212332256,120.854433676732,117.43717567809531
2020-04-15,A,119.40755058811008,2,4,106,97.93546995160156,124.1791747947684,120.12302703483532,120.17277307578082,117.38607021761494
2020-04-16,A,129.09751427113696,3,4,107,119.40755058811008,129.38378819747115,133.17116407392825,120.13187680059022,117.09509523170128
2020-04-17,A,137.85736470750308,4,4,108,129.09751427113696,137.4742588123224,139.79174348731627,120.18660621418745,116.95692531885747
2020-04-18,A,136.4812209630915,5,4,109,137.85736470750308,140.08251217565063,116.11994025162794,119.67213604096472,118.41130251253345
2020-04-19,A,98.59485292320132,6,4,110,136.4812209630915,109.49323447017854,100.69637638921502,118.11522439139654,118.26119369353248
2020-04-20,A,105.07793200583151,0,4,111,98.59485292320132,107.4325973351313,90.88080581848928,117.778843630068,119.27527413548549
2020-04-21,A,107.37636628040876,1,4,112,105.07793200583151,97.93546995160156,97.3563667007984,119.12754310561188,119.99098839117195
2020-04-22,A,116.36792147554668,2,4,113,107.37636628040876,119.40755058811008,124.1791747947684,118.69331037524567,119.43304172551325
2020-04-23,A,125.19929794538396,3,4,114,116.36792147554668,129.09751427113696,129.38378819747115,118.13642232870954,119.13414956464987
2020-04-24,A,141.2167354464886,4,4,115,125.19929794538396,137.85736470750308,137.4742588123224,118.6163324342789,119.40146932423318
2020-04-25,A,125.59288426099184,5,4,116,141.2167354464886,136.4812209630915,140.08251217565063,117.06085576255036,118.36649590175755
2020-04-26,A,114.3448960696477,6,4,117,125.59288426099184,98.59485292320132,109.49323447017854,119.31086192632843,118.71304315886248
2020-04-27,A,101.84743009172225,0,4,118,114.3448960696477,105.07793200583151,107.4325973351313,118.84936165288426,118.31410264147613
2020-04-28,A,118.35878266238788,1,4,119,101.84743009172225,107.37636628040876,97.93546995160156,120.41827827888127,119.77291069224657
2020-04-29,A,119.27634617140676,2,4,120,118.35878266238788,116.36792147554668,119.40755058811008,120.83376752114701,119.76353894819634
2020-04-30,A,128.64985090958666,3,4,121,119.27634617140676,125.19929794538396,129.09751427113696,121.32670365889024,119.73156299379988
2020-05-01,A,142.1439745344982,4,5,122,128.64985090958666,141.2167354464886,137.85736470750308,121.45916638574876,120.03774941001383
2020-05-02,A,131.65886947534656,5,5,123,142.1439745344982,125.59288426099184,136.4812209630915,122.32573570208514,119.69329573231776
2020-05-03,A,123.42705705080375,6,5,124,131.65886947534656,114.3448960696477,98.59485292320132,123.62318727082173,121.4670245985751
2020-05-04,A,108.42357296492142,0,5,125,123.42705705080375,101.84743009172225,105.07793200583151,124.56263625270732,121.70599895279578
2020-05-05,A,108.4695900750866,1,5,126,108.42357296492142,118.35878266238788,107.37636628040876,123.14989445452143,121.78408636670135
2020-05-06,A,132.96768439101768,2,5,127,108.4695900750866,119.27634617140676,116.36792147554668,125.10579991446583,122.96978371780642
2020-05-07,A,127.39779648604907,3,5,128,132.96768439101768,128.64985090958666,125.19929794538396,124.92693499681762,123.12681932785394
2020-05-08,A,135.6618272629198,4,5,129,127.39779648604907,142.1439745344982,141.2167354464886,124.00091395802069,122.73004017188474
2020-05-09,A,122.55635854239846,5,5,130,135.6618272629198,131.65886947534656,125.59288426099184,122.70055525331384,122.51314547769948
2020-05-10,A,109.5051480937041,6,5,131,122.55635854239846,123.42705705080375,114.3448960696477,120.7117111165853,122.16744919370352
2020-05-11,A,90.79926388722436,0,5,132,109.5051480937041,108.42357296492142,101.84743009172225,118.1939526769143,121.3782944648108
2020-05-12,A,110.7658992464759,1,5,133,90.79926388722436,108.4695900750866,118.35878266238788,118.52199684425561,120.83594564938853
2020-05-13,A,119.55354975454118,2,5,134,110.7658992464759,132.96768439101768,119.27634617140676,116.60569189618755,120.85574590532669
2020-05-14,A,125.21152063468062,3,5,135,119.55354975454118,127.39779648604907,128.64985090958666,116.2933667745635,120.61015088569056
2020-05-15,A,132.72527694532755,4,5,136,125.21152063468062,135.6618272629198,142.1439745344982,115.87385958633602,119.93738677217836
2020-05-16,A,132.54714692331393,5,5,137,132.72527694532755,122.55635854239846,131.65886947534656,117.30111506932394,120.00083516131888
2020-05-17,A,119.3987091321752,6,5,138,132.54714692331393,109.5051480937041,123.42705705080375,118.71448093196268,119.713096024274
2020-05-18,A,117.85667027127924,0,5,139,119.3987091321752,90.79926388722436,108.42357296492142,122.57982470111337,120.38688868901384
2020-05-19,A,129.06566147008928,1,5,140,117.85667027127924,110.7658992464759,108.4695900750866,125.19407644734386,121.85803664579974
2020-05-20,A,124.71667686760928,2,5,141,129.06566147008928,119.55354975454118,132.96768439101768,125.93166603492502,121.26867896555629
2020-05-21,A,129.13173610051695,3,5,142,124.71667686760928,125.21152063468062,127.39779648604907,126.49169681575879,121.39253179516113
2020-05-22,A,123.86360941920744,4,5,143,129.13173610051695,132.72527694532755,135.6618272629198,125.22574431202733,120.54980194918168
2020-05-23,A,132.25079791253324,5,5,144,123.86360941920744,132.54714692331393,122.55635854239846,125.18340873905866,121.24226190419131
2020-05-24,A,106.26023789660776,6,5,145,132.25079791253324,119.3987091321752,109.5051480937041,123.30648427683475,121.0104826043987
2020-05-25,A,98.63003512637756,0,5,146,106.26023789660776,117.85667027127924,90.79926388722436,120.55982211327736,121.56982340719536
2020-05-26,A,100.92805741962216,1,5,147,98.63003512637756,129.06566147008928,110.7658992464759,116.54016439178204,120.86712041956297
2020-05-27,A,120.34514438014044,2,5,148,100.92805741962216,124.71667686760928,119.55354975454118,115.91565975071508,120.92366289282005
2020-05-28,A,145.6459529771432,3,5,149,120.34514438014044,129.13173610051695,125.21152063468062,118.27483359023313,122.38326520299594
2020-05-29,A,142.24643827469075,4,5,150,145.6459529771432,123.86360941920744,132.72527694532755,120.9009519981593,123.06334815509331
2020-05-30,A,128.91009758754353,5,5,151,142.24643827469075,132.25079791253324,132.54714692331393,120.42370909458934,122.803558916824
2020-05-31,A,104.54860670655384,6,5,152,128.91009758754353,106.26023789660776,119.3987091321752,120.17919035315306,121.7428373149939
2020-06-01,A,88.62549972025022,0,6,153,104.54860670655384,98.63003512637756,117.85667027127924,118.7499710094206,119.65489656134898
2020-06-02,A,102.00443860958411,1,6,154,88.62549972025022,100.92805741962216,129.06566147008928,118.90373975084374,117.72195207131288
2020-06-03,A,121.11128113499517,2,6,155,102.00443860958411,120.34514438014044,124.71667686760928,119.01318785868011,117.46442380469759
2020-06-04,A,151.33162050955124,3,6,156,121.11128113499517,145.6459529771432,129.13173610051695,119.82542607759555,119.05012983391433
2020-06-05,A,142.10231597698117,4,6,157,151.33162050955124,142.24643827469075,123.86360941920744,119.80483717792275,120.35289458804102
2020-06-06,A,138.11116244210746,5,6,158,142.10231597698117,128.91009758754353,132.25079791253324,121.11927501428902,120.77149205443921
2020-06-07,A,108.90954201091704,6,6,159,138.11116244210746,104.54860670655384,106.26023789660776,121.74226577205522,120.96072806260415
2020-06-08,A,92.61348321661892,0,6,160,108.90954201091704,88.62549972025022,98.63003512637756,122.31197770010786,120.53097435476424
2020-06-09,A,98.24403785438196,1,6,161,92.61348321661892,102.00443860958411,100.92805741962216,121.77477759222185,120.33925867153278
2020-06-10,A,115.80980309532532,2,6,162,98.24403785438196,121.11128113499517,120.34514438014044,121.01742358655473,120.01530572261743
2020-06-11,A,154.28600913046327,3,6,163,115.80980309532532,151.33162050955124,145.6459529771432,121.43947910382788,120.63245259071172
2020-06-12,A,134.55909644147312,4,6,164,154.28600913046327,142.10231597698117,142.24643827469075,120.36187631304101,120.08335674548188
2020-06-13,A,137.02723005388367,5,6,165,134.55909644147312,138.11116244210746,128.91009758754353,120.20702882900903,120.66315192164905
2020-06-14,A,105.7505594446045,6,6,166,137.02723005388367,108.90954201091704,104.54860670655384,119.75574560525011,120.74900568865266
2020-06-15,A,109.61568752101913,0,6,167,105.7505594446045,92.61348321661892,88.62549972025022,122.18463193445014,122.24830481727899
2020-06-16,A,109.114649751158,1,6,168,109.61568752101913,98.24403785438196,102.00443860958411,123.73757649113243,122.75617704167715
2020-06-17,A,120.42857850041683,2,6,169,109.114649751158,115.80980309532532,121.11128113499517,124.39740154900265,122.70741256777868
2020-06-18,A,137.00222113196864,3,6,170,120.42857850041683,154.28600913046327,151.33162050955124,121.92828897778914,121.6838840408085
2020-06-19,A,135.961958381903,4,6,171,137.00222113196864,134.55909644147312,142.10231597698117,122.12869782642197,121.24528706973149
2020-06-20,A,133.9579641059195,5,6,172,135.961958381903,137.02723005388367,138.11116244210746,121.69023126242708,120.94863004571805
2020-06-21,A,109.40417909664444,6,6,173,133.9579641059195,105.7505594446045,108.90954201091704,122.21217692700421,120.98396126612715
2020-06-22,A,92.42832737795732,0,6,174,109.40417909664444,109.61568752101913,92.61348321661892,119.75683976370968,120.9707358490799
2020-06-23,A,95.88161149782394,1,6,175,92.42832737795732,109.114649751158,98.24403785438196,117.8664057275191,120.80199110932577
2020-06-24,A,123.13245509352816,2,6,176,95.88161149782394,120.42857850041683,115.80980309532532,118.25267381224928,121.32503768062597
2020-06-25,A,150.03112146240542,3,6,177,123.13245509352816,137.00222113196864,154.28600913046327,120.11394528802597,121.02111713290755
2020-06-26,A,142.5502629239957,4,6,178,150.03112146240542,135.961958381903,134.55909644147312,121.05513165118207,121.591914738802
2020-06-27,A,129.51034995525373,5,6,179,142.5502629239957,133.9579641059195,137.02723005388367,120.41975820108698,121.05499473175702
2020-06-28,A,115.40072612626096,6,6,180,129.51034995525373,109.40417909664444,105.7505594446045,121.27640777674647,121.74429235187533
2020-06-29,A,112.75125749181996,0,6,181,115.40072612626096,92.42832737795732,109.61568752101913,124.17968350729826,121.96826163550398
2020-06-30,A,107.93024217336188,1,6,182,112.75125749181996,95.88161149782394,109.114649751158,125.90091646094655,121.88366109423282
2020-07-01,A,118.53440397515152,2,7,183,107.93024217336188,123.13245509352816,120.42857850041683,125.24405201546415,121.74836291385672
2020-07-02,A,146.31877116167155,3,7,184,118.53440397515152,150.03112146240542,137.00222113196864,124.71371625821646,122.41383077312123
2020-07-03,A,144.77045159317123,4,7,185,146.31877116167155,142.5502629239957,135.961958381903,125.03088606809868,123.04300885964038
2020-07-04,A,142.81557457017118,5,7,186,144.77045159317123,129.51034995525373,133.9579641059195,126.93163244165831,123.67569532137266
2020-07-05,A,114.65006257728632,6,7,187,142.81557457017118,115.40072612626096,109.40417909664444,126.8243947918048,124.05040128427564
2020-07-06,A,92.5775613744714,0,7,188,114.65006257728632,112.75125749181996,92.42832737795732,123.94243820361216,124.06106085545521
2020-07-07,A,95.29997863855588,1,7,189,92.5775613744714,107.93024217336188,95.88161149782394,122.13811484149701,124.01951565122178
2020-07-08,A,135.09931534974217,2,7,190,95.29997863855588,118.53440397515152,123.13245509352816,124.50453075215282,124.87429138380851
2020-07-09,A,151.32785731752898,3,7,191,135.09931534974217,146.31877116167155,150.03112146240542,125.22011448870389,124.96691537346018
2020-07-10,A,139.97431644928758,4,7,192,151.32785731752898,144.77045159317123,142.5502629239957,124.53495232529193,124.7829191966953
2020-07-11,A,127.5340981351853,5,7,193,139.97431644928758,142.81557457017118,129.51034995525373,122.35188426315109,124.64175835240471
2020-07-12,A,124.94581148751864,6,7,194,127.5340981351853,114.65006257728632,115.40072612626096,123.82270553604143,125.32355016392312
2020-07-13,A,93.58701824195768,0,7,195,124.94581148751864,92.5775613744714,112.75125749181996,123.96691365996803,123.9546759317901
2020-07-14,A,99.1575061509444,1,7,196,93.58701824195768,95.29997863855588,107.93024217336188,124.51798901888068,123.32805193018885
2020-07-15,A,127.10857631947415,2,7,197,99.1575061509444,135.09931534974217,118.53440397515152,123.37645487169952,123.94049281192618
2020-07-16,A,134.45176063845568,3,7,198,127.10857631947415,151.32785731752898,146.31877116167155,120.96558391754618,123.09284920312504
2020-07-17,A,141.43956529185786,4,7,199,134.45176063845568,139.97431644928758,144.77045159317123,121.17490518077054,122.85492875303123
2020-07-18,A,129.36212358614705,5,7,200,141.43956529185786,127.5340981351853,142.81557457017118,121.43605167376506,121.89396796845809
2020-07-19,A,116.02492361004244,6,7,201,129.36212358614705,124.94581148751864,114.65006257728632,120.1616391198399,121.99217232794066
2020-07-20,A,113.77330865888533,0,7,202,116.02492361004244,93.58701824195768,92.5775613744714,123.04539489368669,123.50615427682737
2020-07-21,A,107.11007162787548,1,7,203,113.77330865888533,99.1575061509444,95.29997863855588,124.18147567610542,124.34973234749305
2020-07-22,A,127.1835423782469,2,7,204,107.11007162787548,127.10857631947415,135.09931534974217,124.19218511307297,123.78431999238626
2020-07-23,A,121.27729488315438,3,7,205,127.1835423782469,134.45176063845568,151.32785731752898,122.31011857660135,121.63785124707377
2020-07-24,A,141.16086308024765,4,7,206,121.27729488315438,141.43956529185786,139.97431644928758,122.27030397494275,121.72260457785663
2020-07-25,A,123.99389468207065,5,7,207,141.16086308024765,129.36212358614705,127.5340981351853,121.50341413150326,121.46973290263416
2020-07-26,A,103.6438928063324,6,7,208,123.99389468207065,116.02492361004244,124.94581148751864,119.73469544525896,119.94816728254942
2020-07-27,A,95.55830490301553,0,7,209,103.6438928063324,113.77330865888533,93.58701824195768,117.13255205156328,120.08897347262499
2020-07-28,A,103.78247491712516,1,7,210,95.55830490301553,107.11007162787548,99.1575061509444,116.65718109288466,120.41932838449506
2020-07-29,A,129.42932244095036,2,7,211,103.78247491712516,127.1835423782469,127.10857631947415,116.978006816128,120.58509596460048
2020-07-30,A,127.1376000195562,3,7,212,129.42932244095036,121.27729488315438,134.45176063845568,117.81519326418541,120.06265592039338
2020-07-31,A,141.86573230651396,4,7,213,127.1376000195562,141.16086308024765,141.43956529185786,117.91588886793774,120.09309642144025
2020-08-01,A,126.93645144781496,5,8,214,141.86573230651396,123.99389468207065,129.36212358614705,118.33625412018694,119.9198341258451
2020-08-02,A,110.84308260489568,6,8,215,126.93645144781496,103.6438928063324,116.02492361004244,119.36470980569597,119.54970262547748
2020-08-03,A,110.67565651095252,0,8,216,110.84308260489568,95.55830490301553,113.77330865888533,121.52433146397269,119.32844175776799
2020-08-04,A,110.83045600883288,1,8,217,110.67565651095252,103.78247491712516,107.11007162787548,122.53118590564523,119.59418349926496
2020-08-05,A,132.8713570317138,2,8,218,110.83045600883288,129.42932244095036,127.1835423782469,123.02290513289715,120.00045597451258
2020-08-06,A,136.58276639754328,3,8,219,132.8713570317138,127.1376000195562,121.27729488315438,124.37221461546673,121.09370393982609
2020-08-07,A,136.12320954246303,4,8,220,136.58276639754328,141.86573230651396,141.16086308024765,123.55185422060232,120.73387154427003
2020-08-08,A,129.0890064495095,5,8,221,136.12320954246303,126.93645144781496,123.99389468207065,123.85936207798726,121.09780809908709
2020-08-09,A,115.47451176003058,6,8,222,129.0890064495095,110.84308260489568,103.6438928063324,124.52099481443508,121.94285231006553
2020-08-10,A,104.13625084621542,0,8,223,115.47451176003058,110.67565651095252,95.55830490301553,123.58679400518693,122.55556273457981
2020-08-11,A,97.9204980050047,1,8,224,104.13625084621542,110.83045600883288,103.78247491712516,121.74251429035432,122.13685009799977
2020-08-12,A,122.96616049526509,2,8,225,97.9204980050047,132.8713570317138,129.42932244095036,120.32748621371879,121.67519567330797
2020-08-13,A,139.71470854272388,3,8,226,122.96616049526509,136.58276639754328,127.1376000195562,120.77490652017318,122.57356056781995
2020-08-14,A,161.9006128061702,4,8,227,139.71470854272388,136.12320954246303,141.86573230651396,124.45739270070275,124.00462346065254
2020-08-15,A,145.9647039448773,5,8,228,161.9006128061702,129.0890064495095,126.93645144781496,126.86820662861246,125.36378435329983
2020-08-16,A,106.7786606954607,6,8,229,145.9647039448773,115.47451176003058,110.84308260489568,125.62594219081676,125.07346850262591
2020-08-17,A,100.49466715626248,0,8,230,106.7786606954607,104.13625084621542,110.67565651095252,125.1057159493949,124.34625497729091
2020-08-18,A,94.95813663824578,1,8,231,100.49466715626248,97.9204980050047,110.83045600883288,124.68252146842936,123.21251787939184
2020-08-19,A,117.5866562006044,2,8,232,94.95813663824578,122.96616049526509,132.8713570317138,123.9140208549064,122.1207535343126
2020-08-20,A,140.48379200040554,3,8,233,117.5866562006044,139.71470854272388,136.58276639754328,124.02388992028948,122.39939822023132
2020-08-21,A,151.47771954307473,4,8,234,140.48379200040554,161.9006128061702,136.12320954246303,122.5349051684187,123.49614893456074
2020-08-22,A,125.18734642274453,5,8,235,151.47771954307473,145.9647039448773,129.0890064495095,119.56671123668545,123.21745893264895
